"","MSZoning","LotShape","LandContour","LandSlope","Neighborhood","BldgType","HouseStyle","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","ExterQual","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","Fence","SaleCondition","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","SalePrice"
"348","RL","IR1","Lvl","Gtl","NAmes","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","BrkFace","TA","CBlock","TA","TA","No","BLQ","Ex","Y","FuseA","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","No Fence","Normal","1","2","0","3","1","6","2","20",0.730435533581418,0.0345979346733574,"6","5",1960,1960,-0.410517019749286,1.81180384344299,-0.813005830501974,0.95866296690926,0.81578709472085,-0.794890864438069,-0.0712941906338779,47,0.31161787088171,0.117021966591688,-0.751918199272585,-0.100523291331424,-0.0414192619662035,157500
"349","RL","Reg","Lvl","Gtl","NridgHt","Twnhs","2Story","Gable","VinylSd","Wd Shng","Stone","Gd","PConc","Gd","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","No Fireplace","BuiltIn","RFn","TA","TA","Y","No Fence","Normal","1","2","1","2","1","6","0","160",-1.36433511309156,-0.0394123974566195,"7","5",2003,2004,0.00890168575580839,0.283623800604154,-0.851478949608039,-0.668853181611892,-1.03114163514005,1.17978003701176,0.210352859701027,90,0.31161787088171,0.00477006510594384,-0.751918199272585,-0.296731854625379,-0.0414192619662035,154000
"350","RL","IR2","Lvl","Gtl","NridgHt","1Fam","2Story","Hip","CemntBd","CmentBd","BrkFace","Ex","PConc","Ex","TA","No","GLQ","Ex","Y","SBrkr","Ex","Typ","Ex","Attchd","Fin","TA","TA","Y","No Fence","Partial","1","2","1","4","1","10","2","60",-0.573855623780999,0.0484260266915705,"9","5",2005,2006,4.22516340951754,2.11875535850387,-0.292487160243451,1.80205368813171,1.77287901355633,1.22101446418821,2.30748157232985,93,1.64974166937376,1.08987177946814,-0.751918199272585,-0.704241947620518,-0.0414192619662035,437154
"351","RL","IR1","Lvl","Gtl","NridgHt","TwnhsE","1Story","Hip","MetalSd","MetalSd","BrkFace","Ex","PConc","Ex","TA","No","Unf","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","RFn","TA","TA","Y","No Fence","Partial","0","2","0","2","1","6","1","120",-0.0995679301946654,-0.0131727258487634,"9","5",2007,2007,1.42168048324665,-0.972684900323611,2.94604421862588,1.84992181014703,1.82720044678753,-0.794890864438069,0.672786868021176,94,0.31161787088171,0.673604311458503,0.923540712600308,0.110778238369759,-0.0414192619662035,318061
"352","RL","IR1","Low","Mod","ClearCr","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","None","TA","PConc","Gd","TA","Gd","GLQ","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","No Fence","Abnorml","1","1","1","2","1","6","1","120",-0.692427547177582,-0.0256233816433325,"7","5",1986,1986,-0.576077035080244,1.39961180893266,-0.444116512014412,0.901677107367202,0.75111872182656,-0.794890864438069,-0.118869705893152,73,0.31161787088171,-0.13086764918933,-0.751918199272585,0.50319536495767,-0.0414192619662035,190000
"353","RL","Reg","Lvl","Gtl","Edwards","1Fam","1.5Fin","Gable","VinylSd","VinylSd","None","TA","CBlock","TA","Fa","Mn","LwQ","TA","N","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","Fa","Y","No Fence","Normal","0","1","0","3","1","5","0","50",-0.415759725918888,-0.00699868547044427,"5","6",1941,1950,-0.576077035080244,-0.455252346363834,-1.28373575838794,-1.00620947010087,-1.41397840267424,0.339055882914213,-0.769702754640028,30,-1.02650592761034,-1.2767724768563,-0.368956162273066,-0.704241947620518,-0.0414192619662035,95000
"354","RM","Reg","Lvl","Gtl","OldTown","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","BrkTil","TA","TA","No","Unf","Gd","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Normal","0","1","0","2","1","5","0","30",-0.415759725918888,-0.00975355791773222,"6","8",1928,2003,-0.576077035080244,-0.972684900323611,0.128454025269963,-0.987973995047412,-1.144957971434,-0.794890864438069,-1.51378381329508,92,0.31161787088171,0.0515416907250039,0.0937896324346852,-0.704241947620518,-0.0414192619662035,105900
"355","RL","Reg","Bnk","Gtl","SWISU","1Fam","1.5Fin","Gable","Wd Sdng","MetalSd","None","TA","CBlock","TA","TA","No","LwQ","Ex","Y","SBrkr","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","No Fence","Normal","0","1","0","2","1","6","2","50",-0.415759725918888,-0.0103397009916233,"6","5",1940,2000,-0.576077035080244,-0.121990701440587,-0.0344909497674878,-0.26767273043581,0.0759809088101807,0.128302144012375,0.151359220779527,29,-1.02650592761034,-1.08968597438006,-0.751918199272585,-0.704241947620518,0.162336680592402,140000
"356","RL","IR2","Lvl","Gtl","CollgCr","1Fam","1Story","Gable","VinylSd","VinylSd","None","Gd","PConc","Gd","Gd","No","ALQ","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","No Fence","Normal","1","2","0","3","1","6","0","20",1.36281912502986,0.00357631248767347,"6","5",1995,1995,-0.576077035080244,-0.240386285821214,-0.555009620026011,0.324980208801584,0.0966747881363533,-0.794890864438069,-0.600333920317011,82,0.31161787088171,0.224596705515526,-0.751918199272585,-0.311824821032607,-0.0414192619662035,177500
"357","RL","IR1","Lvl","Gtl","Gilbert","1Fam","1Story","Gable","HdBoard","HdBoard","BrkFace","TA","PConc","Gd","TA","No","GLQ","Gd","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","No Fence","Normal","1","2","0","3","1","6","0","20",-0.0205199812636098,-0.00619762326945983,"6","6",1992,1992,0.00890168575580839,0.255121159919929,0.0696127842842167,0.229243964770928,0.0113125359158915,-0.794890864438069,-0.663133600459253,79,0.31161787088171,-0.341339964475101,0.205486893226211,-0.311824821032607,-0.0414192619662035,173000
"358","RM","Reg","Lvl","Gtl","MeadowV","TwnhsE","1Story","Gable","CemntBd","CmentBd","None","TA","PConc","Gd","TA","No","ALQ","TA","Y","SBrkr","TA","Typ","Po","Attchd","Fin","TA","TA","Y","MnPrv","Normal","1","1","1","3","1","6","1","120",-1.04814331736733,-0.0307374799630319,"5","5",1976,1976,-0.576077035080244,0.943569557985057,-0.677218351304099,0.192773014664012,-0.0533558369783978,-0.794890864438069,-0.710709115718528,63,0.31161787088171,0.257336843448868,3.5244912138887,0.654125029029944,-0.0414192619662035,134000
"359","RL","IR1","Lvl","Gtl","ClearCr","1Fam","SLvl","Hip","Wd Sdng","ImStucc","BrkFace","TA","CBlock","TA","TA","Av","BLQ","Ex","Y","FuseF","Gd","Min2","No Fireplace","BuiltIn","Unf","TA","TA","Y","No Fence","Abnorml","0","1","0","3","1","6","0","80",0.849007456978002,-0.0175199536467887,"5","4",1958,1958,0.0861630262435888,-0.314931653764572,-0.224593420644514,0.0104182641294289,0.489858495333632,-0.794890864438069,-0.311074787540622,45,-1.02650592761034,-0.865182171408573,0.58844893022573,-0.704241947620518,0.513249692776666,130000
"360","RL","IR1","Lvl","Gtl","NoRidge","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Gd","PConc","Gd","TA","Av","GLQ","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","No Fence","Normal","1","2","1","3","1","7","1","60",0.295671814460613,0.00729832100688165,"8","5",1998,1998,2.34881656910002,1.12335544537786,-0.989529553459212,0.0651246892898038,-0.198212992261606,1.1248008007765,0.77745300159158,85,0.31161787088171,0.556675247410852,0.907583961058662,0.427730532921534,-0.0414192619662035,280000
"361","RL","IR1","Lvl","Gtl","Mitchel","1Fam","SFoyer","Gable","VinylSd","VinylSd","None","TA","CBlock","Gd","TA","Av","GLQ","Ex","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","MnPrv","Normal","1","1","0","2","1","5","1","85",-1.40385908755708,-0.0145403930211758,"6","6",1978,1978,-0.576077035080244,0.722125964976847,-1.02347642325868,-0.386203318283289,-0.648304867605859,-0.794890864438069,-1.14840385610385,65,0.31161787088171,-0.0139385851416802,-0.751918199272585,-0.704241947620518,-0.0414192619662035,156000
"362","RL","Reg","Lvl","Gtl","BrkSide","1Fam","1.5Fin","Gable","MetalSd","MetalSd","None","TA","CBlock","TA","TA","No","Rec","Gd","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","N","No Fence","Normal","1","1","0","3","1","8","0","50",1.52091502289197,-0.00670561393349875,"5","5",1940,1982,-0.576077035080244,-0.0978730824000887,-0.188383426191747,-0.3976004901917,-0.451713014007219,0.38945351612987,-0.0199126341538614,29,-1.02650592761034,-1.08968597438006,-0.751918199272585,-0.704241947620518,-0.0414192619662035,145000
"363","RL","Reg","Lvl","Gtl","Edwards","1Fam","SFoyer","Gable","HdBoard","HdBoard","BrkFace","Gd","Slab","No Basement","No Basement","No Basement","No Basement","Ex","Y","SBrkr","Gd","Typ","Ex","BuiltIn","RFn","TA","TA","Y","No Fence","Normal","0","3","0","4","1","7","1","85",-0.257663828056777,-0.0157077946433422,"7","5",2003,2003,2.18325655376906,-0.972684900323611,-1.28373575838794,-2.41034104921716,-1.7269733274826,2.47408289005023,0.773646960370838,90,0.31161787088171,0.930848252363333,-0.751918199272585,-0.704241947620518,0.292514088338177,198500
"364","RM","Reg","Lvl","Gtl","BrDale","Twnhs","2Story","Gable","HdBoard","HdBoard","BrkFace","TA","CBlock","TA","TA","No","ALQ","Gd","Y","SBrkr","Gd","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Normal","0","1","1","2","1","5","0","160",-1.95719473007447,-0.0431637131295222,"6","8",1972,2007,2.23844322554604,-0.61749814718173,-0.557272744679309,-1.30937424286461,-1.75801414647186,0.359673096502437,-1.00567731032603,59,-1.02650592761034,-0.977434072894317,1.24267574343324,-0.704241947620518,-0.0414192619662035,118000
"365","RL","IR1","Lvl","Gtl","NWAmes","1Fam","2Story","Gable","HdBoard","HdBoard","BrkFace","TA","PConc","Gd","TA","Mn","GLQ","TA","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","No Fence","Normal","1","2","1","3","1","6","1","60",-0.494807674849943,0.040459365412268,"6","5",1976,1976,0.0861630262435888,0.588382804843176,-1.09363328751092,-0.595911281398059,-0.96388652732999,1.00109751924716,0.111395787961736,63,0.31161787088171,0.435069020801296,1.68946478659935,0.971077323581718,-0.0414192619662035,190000
"366","RM","Reg","Lvl","Gtl","IDOTRR","1Fam","2Story","Hip","VinylSd","VinylSd","None","TA","CBlock","TA","Fa","No","Rec","Gd","Y","FuseA","TA","Typ","No Fireplace","Detchd","Unf","TA","Fa","Y","No Fence","Normal","0","1","0","3","1","6","0","70",-0.455283700384416,0.000845862668464316,"5","7",1920,1997,-0.576077035080244,0.0271000344461288,-0.794900833275591,-0.878561144726662,-1.26912124739104,0.744527750149272,-0.326298952423589,51,-1.02650592761034,-0.0232929102654922,-0.751918199272585,1.22765775250458,0.369865881346536,147000
"367","RL","IR1","Lvl","Gtl","NAmes","1Fam","1Story","Gable","Plywood","Plywood","BrkFace","TA","CBlock","Gd","TA","No","BLQ","Gd","Y","SBrkr","TA","Typ","Gd","Attchd","RFn","TA","TA","Y","No Fence","Normal","1","1","1","3","1","6","2","20",0.374719763391668,-0.00496672281428862,"6","5",1963,1963,0.787033757811312,0.362554190191239,0.492817094450929,0.767190478847948,0.598501361796038,-0.794890864438069,-0.23114792190504,50,0.31161787088171,0.191856567582184,-0.751918199272585,0.442823499328761,-0.0414192619662035,159000
"368","RL","IR1","Lvl","Gtl","NAmes","1Fam","SLvl","Gable","Plywood","Plywood","BrkFace","TA","CBlock","Gd","TA","Gd","GLQ","Gd","Y","SBrkr","TA","Typ","Gd","Basment","RFn","TA","TA","Y","No Fence","Normal","0","1","0","3","1","6","1","80",1.20472322716775,-0.00667630677980419,"6","5",1962,1962,1.10711645411783,-0.159263385412266,0.363818989212947,0.0947573362516735,0.694210553679586,-0.794890864438069,-0.160736159321314,49,-1.02650592761034,-0.827764870913325,-0.241302149939893,0.955984357174491,-0.0414192619662035,165000
"369","RL","Reg","Lvl","Gtl","NAmes","1Fam","1Story","Gable","HdBoard","HdBoard","BrkFace","TA","PConc","TA","TA","No","LwQ","Gd","Y","SBrkr","TA","Typ","Gd","Attchd","Fin","TA","TA","Y","No Fence","Normal","0","1","0","2","1","7","1","20",0.295671814460613,-0.0132704163610785,"5","6",1954,1954,0.527656400459477,0.21127094348266,0.363818989212947,0.47998174675598,0.27257276240882,-0.794890864438069,-0.470928518811784,41,-1.02650592761034,-1.07097732413244,-0.751918199272585,0.774868760287763,-0.0414192619662035,132000
"370","RL","IR1","Lvl","Gtl","NAmes","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","None","TA","CBlock","TA","TA","No","ALQ","Ex","Y","SBrkr","Gd","Typ","Gd","Detchd","Fin","TA","TA","Y","No Fence","Normal","1","1","0","3","1","7","1","20",-0.534331649315471,-0.00335482936108823,"5","7",1959,2006,-0.576077035080244,-0.814824121149442,0.375134612479437,0.0126976985111112,0.32172072580848,-0.794890864438069,-0.434771127214735,84,0.31161787088171,0.481840646420356,2.1522105813071,-0.447661518697653,-0.0414192619662035,162000
"371","RL","IR1","Lvl","Gtl","Gilbert","1Fam","2Story","Gable","VinylSd","VinylSd","None","TA","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","1","3","1","7","1","60",-0.0205199812636098,-0.01170248363842,"6","5",2000,2000,-0.576077035080244,-0.972684900323611,0.87302203620498,-0.23804008347394,-0.542248736059224,0.833869009031573,0.282667642895125,87,0.31161787088171,-0.0607102107607402,0.0459193778097454,-0.100523291331424,-0.0414192619662035,172400
"372","RL","Reg","Lvl","Gtl","ClearCr","1Fam","1.5Fin","Gable","WdShing","Plywood","None","TA","CBlock","No Basement","No Basement","No Basement","No Basement","TA","Y","SBrkr","TA","Min2","Gd","Detchd","Fin","TA","TA","N","No Fence","Normal","0","2","0","4","1","7","1","50",0.374719763391668,0.0322533623777932,"4","4",1959,1959,-0.576077035080244,-0.972684900323611,-1.28373575838794,-2.41034104921716,-0.110264005125372,0.277204242149543,0.13803807650693,78,0.31161787088171,0.968265552858581,-0.751918199272585,0.186243070405896,-0.0414192619662035,134432
"373","RL","Reg","Lvl","Gtl","SawyerW","TwnhsE","1Story","Gable","Plywood","Plywood","None","TA","CBlock","Gd","TA","No","ALQ","TA","Y","SBrkr","TA","Typ","No Fireplace","Attchd","Unf","TA","TA","Y","MnPrv","Normal","1","1","0","2","1","4","0","120",-0.810999470574166,-0.0163232448709278,"6","5",1984,1984,-0.576077035080244,0.393249341697328,-1.28373575838794,-0.714441869245538,-1.06218245412931,-0.794890864438069,-1.45288715376321,71,-1.02650592761034,-0.977434072894317,2.06444844782804,-0.704241947620518,-0.0414192619662035,125000
"374","RL","Reg","Lvl","Gtl","NAmes","1Fam","1Story","Gable","MetalSd","MetalSd","None","TA","PConc","TA","TA","No","BLQ","TA","Y","SBrkr","TA","Min2","No Fireplace","Attchd","Unf","TA","TA","Y","GdWo","Normal","1","1","0","3","1","5","0","20",0.33519578892614,0.000572329233981825,"5","6",1953,1953,-0.576077035080244,-0.0342902685660482,-1.28373575838794,-1.02444494515433,0.40449624311317,-0.794890864438069,-0.373874467682864,40,-1.02650592761034,-0.949371097522881,-0.225345398398247,-0.704241947620518,-0.0414192619662035,123000
"375","RL","Reg","Lvl","Gtl","CollgCr","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","No Fence","Normal","0","2","1","4","1","8","1","60",-0.218139853591249,-0.011316606114775,"7","5",2003,2004,-0.576077035080244,-0.972684900323611,0.6331308229554,-0.479660127932262,-0.816442637131011,1.68146556765853,0.785065084033064,90,0.31161787088171,-0.182316437370296,0.0459193778097454,0.020220439926395,-0.0414192619662035,219500
"376","RL","IR1","Low","Sev","Edwards","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","None","Fa","BrkTil","Fa","Po","Gd","BLQ","Gd","N","FuseA","Fa","Maj1","No Fireplace","No Garage","No Garage","No Garage","No Garage","Y","No Fence","Normal","1","0","1","1","1","4","0","30",-0.810999470574166,-0.00242676949409406,"1","1",1922,1950,-0.576077035080244,-0.205306112671399,-0.530115248839733,-0.853487366528157,-0.668998746932031,-0.794890864438069,-1.16362802098682,51,-2.36462972610238,-2.2122049892375,-0.751918199272585,-0.704241947620518,-0.0414192619662035,61000
"377","RL","IR1","Lvl","Gtl","CollgCr","1Fam","SFoyer","Gable","VinylSd","VinylSd","None","Gd","PConc","Gd","TA","Av","GLQ","Ex","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Normal","0","1","0","2","1","5","0","85",-0.534331649315471,-0.00816120256699486,"5","5",1996,1996,-0.576077035080244,-0.319316675408299,0.0107715432984707,-0.42723313715357,-0.643131397774316,-0.794890864438069,-1.14459781488311,85,0.31161787088171,0.481840646420356,-0.751918199272585,-0.704241947620518,-0.0414192619662035,148000
"378","FV","IR1","Lvl","Gtl","Somerst","1Fam","2Story","Gable","CemntBd","CmentBd","None","Gd","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","3","0","4","1","8","1","60",1.24424720163328,0.00305855277240304,"8","5",2004,2005,-0.576077035080244,-0.972684900323611,2.29200119382278,1.19116527384085,1.07963405612955,1.23475927324703,1.80889017241265,91,0.31161787088171,0.640864173525161,0.51664354828832,2.52565286352614,-0.0414192619662035,340000
"379","RL","Reg","Lvl","Gtl","StoneBr","1Fam","1Story","Hip","VinylSd","VinylSd","Stone","Gd","PConc","Ex","TA","Av","GLQ","Ex","Y","SBrkr","Ex","Typ","Ex","Attchd","Fin","TA","TA","Y","No Fence","Partial","1","1","1","1","1","8","1","20",0.690911559115891,0.00428456870195849,"9","2",2010,2010,1.35545647711427,2.1954932372691,-0.353591525882495,1.82028916318516,1.7935728928825,-0.794890864438069,0.648047600086353,97,1.64974166937376,1.68854858739211,0.149638262830448,-0.704241947620518,-0.0414192619662035,394432
"380","RL","IR1","Lvl","Gtl","Gilbert","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","TA","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","No Fence","Normal","0","2","1","3","1","7","1","60",-0.415759725918888,-0.0116927145871885,"6","5",2000,2000,-0.487778360237066,-0.972684900323611,0.93865265115062,-0.171936486405154,-0.40256505060756,1.02171473283539,0.541478445905578,87,0.31161787088171,-0.0466787230750222,0.0459193778097454,0.246614936034805,-0.0414192619662035,179000
"381","RL","Reg","Lvl","Gtl","SWISU","1Fam","1.5Fin","Gable","BrkFace","Wd Sdng","None","TA","BrkTil","TA","TA","No","LwQ","TA","Y","SBrkr","Gd","Typ","Gd","Detchd","Unf","TA","TA","Y","No Fence","Normal","0","2","0","3","1","6","1","50",-0.810999470574166,-0.0269470880852031,"5","6",1924,1950,-0.576077035080244,-0.494717541157376,0.544868961476781,-0.0716413736111333,-0.3534170872079,0.728492139580654,0.334049199375141,13,-1.02650592761034,-0.771638920170453,-0.751918199272585,-0.704241947620518,0.415144979692893,127000
"382","FV","Reg","Lvl","Gtl","Somerst","1Fam","1Story","Gable","VinylSd","VinylSd","None","Gd","PConc","Gd","Gd","No","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","No Fence","Partial","1","2","0","2","1","5","1","20",-0.415759725918888,-0.0162011317305338,"7","5",2006,2006,-0.576077035080244,-0.972684900323611,1.64248441832628,0.536967606298037,0.357935014629282,-0.794890864438069,-0.408128838669542,93,0.31161787088171,0.463131996172732,0.971410967225248,1.12200698765399,-0.0414192619662035,187750
"383","RL","IR1","Lvl","Gtl","CollgCr","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","PConc","Gd","TA","Av","Unf","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","1","3","1","8","0","60",0.33519578892614,-0.00621227684630711,"7","5",2006,2006,-0.576077035080244,-0.972684900323611,0.841338291058809,-0.269952164817492,-0.578463024880026,1.17061683097255,0.535769384074465,93,0.31161787088171,0.776501887820435,0.396967911725971,0.0956852719625318,-0.0414192619662035,213500
"384","RH","Reg","Lvl","Gtl","SawyerW","1Fam","1.5Unf","Gable","Wd Sdng","Wd Sdng","None","TA","BrkTil","Fa","Fa","No","Unf","TA","N","FuseA","TA","Typ","No Fireplace","Detchd","Unf","Fa","Fa","N","No Fence","Normal","0","1","0","2","1","5","0","45",-0.415759725918888,-0.00740898562216801,"6","3",1928,1950,-0.576077035080244,-0.972684900323611,0.490553969797631,-0.623264493978246,-0.97940693682462,-0.794890864438069,-1.39199049423134,37,0.31161787088171,-0.528426466951341,-0.751918199272585,-0.704241947620518,0.130263985930399,76000
"385","RL","IR2","Low","Mod","ClearCr","1Fam","2Story","Gable","HdBoard","HdBoard","None","Gd","PConc","Gd","TA","Av","GLQ","Ex","Y","SBrkr","Gd","Typ","Fa","Attchd","Fin","TA","TA","Y","No Fence","Normal","1","2","1","3","1","9","2","60",-0.850523445039694,0.208032785712104,"6","5",1992,1992,-0.576077035080244,1.1869382592119,0.062823410324323,1.19116527384085,-0.216320136672007,1.20726965512939,0.832640599292338,79,0.31161787088171,0.131053454277406,0.971410967225248,2.782233292449,-0.0414192619662035,240000
"386","RL","Reg","Lvl","Gtl","Blmngtn","TwnhsE","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","PConc","Gd","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","No Fence","Normal","0","2","0","2","1","6","1","120",-1.08766729183286,-0.0358271556546525,"8","5",2004,2005,-0.487778360237066,-0.920064640598888,1.5044338144751,0.452628534175792,0.275159497324592,-0.794890864438069,-0.469025498201413,91,0.31161787088171,-0.20102508761792,0.412924663267617,-0.402382619475971,-0.0414192619662035,192000
"387","RL","Reg","Lvl","Gtl","Edwards","1Fam","1.5Fin","Gambrel","Wd Sdng","VinylSd","None","TA","PConc","TA","TA","No","Unf","TA","Y","SBrkr","TA","Typ","No Fireplace","No Garage","No Garage","No Garage","No Garage","N","No Fence","AdjLand","0","1","0","5","1","8","0","50",-0.494807674849943,-0.0102908557354657,"5","3",1910,1996,-0.576077035080244,-0.972684900323611,0.205400263482092,-0.910473226070214,-1.30533553621184,0.410070729718094,-0.630782250082946,14,-2.36462972610238,-2.2122049892375,-0.751918199272585,1.57479597987081,-0.0414192619662035,81000
"388","RL","Reg","Lvl","Gtl","Edwards","1Fam","SLvl","Hip","MetalSd","MetalSd","BrkFace","TA","CBlock","TA","TA","Av","ALQ","Ex","Y","SBrkr","TA","Typ","Fa","Detchd","Unf","TA","TA","Y","GdWo","Abnorml","1","1","0","3","1","6","1","80",0.0585279676674458,-0.0162011317305338,"6","6",1976,1976,0.8311830952329,0.410789428272235,-0.355854650535793,-0.037449857885899,-0.0973303305465144,-0.794890864438069,-0.743060466094834,64,-1.02650592761034,-0.565843767446589,1.60968102889111,-0.704241947620518,-0.0414192619662035,125000
"389","RL","IR1","Lvl","Gtl","CollgCr","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","0","3","1","6","0","20",0.88853143144353,-0.00554309683694816,"7","5",1999,2000,0.113756362132082,-0.972684900323611,2.03853123265341,0.935868623092437,0.818373829636621,-0.794890864438069,-0.0693911700235069,86,0.31161787088171,0.486517808982262,0.205486893226211,-0.326917787439834,-0.0414192619662035,191000
"390","RL","Reg","Lvl","Gtl","NridgHt","1Fam","2Story","Gable","VinylSd","VinylSd","Stone","Ex","PConc","Ex","TA","Av","GLQ","Ex","Y","SBrkr","Ex","Typ","Ex","BuiltIn","Fin","TA","TA","Y","No Fence","Partial","1","2","1","3","1","9","1","60",1.00710335484011,0.00955985636697797,"10","5",2007,2008,0.925000437253777,1.83372895166162,-0.373959647762177,1.42366758077245,1.49868511248454,0.556682026345459,1.55388541062294,95,1.64974166937376,1.74467453813498,0.811843451808782,1.31821555094795,-0.0414192619662035,426000
"391","RL","Reg","Lvl","Gtl","Edwards","1Fam","1.5Fin","Gable","MetalSd","MetalSd","None","TA","BrkTil","TA","Gd","No","Rec","Ex","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","MnPrv","Normal","1","1","0","4","1","7","0","50",-0.810999470574166,-0.0103152783635445,"5","8",1900,1950,-0.576077035080244,-0.444289792254516,-0.765480212782718,-0.44774804658871,-0.521554856733052,0.135174548541783,-0.282529478385057,65,-1.02650592761034,-0.416174565465597,-0.751918199272585,1.25784368531904,0.169883196983461,119000
"392","RL","IR1","Lvl","Gtl","Mitchel","1Fam","2Story","Gable","VinylSd","VinylSd","None","TA","PConc","Ex","TA","No","ALQ","Ex","Y","SBrkr","Gd","Typ","TA","BuiltIn","Fin","TA","TA","Y","No Fence","Normal","1","2","1","3","1","7","1","60",0.019003993201918,0.00826545707880189,"6","5",2001,2002,-0.576077035080244,0.54014756676218,-1.02573954791198,-0.577675806344601,-0.927672238509188,1.85556648240353,0.847864764175306,88,0.31161787088171,0.40700604542986,0.245378772080328,2.19360760256713,-0.0414192619662035,215000
"393","RL","IR1","Lvl","Gtl","NAmes","1Fam","1Story","Gable","MetalSd","MetalSd","None","TA","Slab","No Basement","No Basement","No Basement","No Basement","TA","Y","SBrkr","TA","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","MnPrv","Normal","0","1","0","3","1","5","0","20",1.16519925270222,-0.0106376570541846,"5","7",1959,1959,-0.576077035080244,-0.972684900323611,-1.28373575838794,-2.41034104921716,-0.725906915079006,-0.794890864438069,-1.20549447441498,46,-1.02650592761034,-0.837119196037137,-0.751918199272585,-0.704241947620518,-0.0414192619662035,106500
"394","RL","Reg","Lvl","Gtl","BrkSide","1Fam","1Story","Gable","WdShing","Wd Shng","None","TA","CBlock","TA","TA","No","Rec","TA","Y","FuseA","TA","Typ","TA","No Garage","No Garage","No Garage","No Garage","Y","GdWo","Abnorml","0","1","0","2","1","4","2","30",0.0980519421329736,-0.0149995384290571,"4","5",1941,1950,-0.576077035080244,-0.38947702170793,-0.102384689366426,-0.614146756451517,-0.969059997161533,-0.794890864438069,-1.38437841178985,9,-2.36462972610238,-2.2122049892375,-0.751918199272585,-0.704241947620518,-0.0414192619662035,100000
